题目1: 77.0×7.0=
题目846: 40.0×68.0÷97.0=
题目847: 86.0÷67.0+93.0=
题目848: 61.0×25.0=
题目849: 1.0÷75.0÷45.0=
题目850: 62.0+77.0÷63.0+73.0=
题目851: 69.0-33.0=
题目852: 74.0÷9.0=
题目853: 14.0+65.0=
题目854: (25.0-10.0)÷87.0=
题目855: 89.0×60.0=
题目856: 32.0÷77.0=
题目857: 10.0÷5.0+60.0=
题目858: 74.0-43.0=
题目859: 92.0÷87.0=
题目860: 64.0×52.0÷16.0=
题目861: 26.0×29.0=
题目862: 47.0÷51.0=
题目863: 65.0+96.0×57.0=
题目864: 46.0+93.0÷96.0=
题目865: 20.0÷41.0=
题目866: 12.0+12.0=
题目867: 20.0+76.0×91.0+55.0=
题目868: 32.0+53.0-34.0=
题目869: 62.0÷90.0=
题目870: 74.0+37.0+77.0+37.0=
题目871: 12.0+85.0+12.0=
题目872: 73.0÷72.0÷92.0=
题目873: 98.0-53.0=
题目874: 98.0+8.0×35.0=
题目875: 59.0÷37.0×67.0=
题目876: 81.0-7.0=
题目877: 35.0÷22.0=
题目878: 38.0+79.0=
题目879: 70.0+77.0-66.0=
题目880: 92.0-69.0-23.0=
题目881: 42.0×36.0=
题目882: 20.0+79.0=
题目883: 74.0÷34.0=
题目884: 33.0+8.0÷40.0×58.0=
题目885: 5.0+51.0-52.0=
题目886: 26.0×46.0=
题目887: 61.0×41.0=
题目888: 95.0+70.0÷64.0=
题目889: 78.0+44.0+22.0+19.0=
题目890: 4.0×10.0×93.0=
题目891: 84.0+38.0=
题目892: 33.0-5.0=
题目893: 12.0×33.0=
题目894: 97.0-4.0=
题目895: 65.0-27.0=
题目896: 80.0÷10.0=
题目897: 19.0+49.0-52.0=
题目898: 96.0+57.0÷29.0×14.0=
题目899: 34.0÷47.0=
题目900: (88.0-14.0)÷13.0=
题目901: 98.0+81.0-12.0=
题目902: 46.0×18.0=
题目903: 56.0×43.0=
题目904: 66.0-6.0=
题目905: 90.0+60.0+90.0=
题目906: 58.0+62.0+15.0=
题目907: 78.0+22.0=
题目908: 37.0×81.0=
题目909: 40.0×19.0÷96.0=
题目910: 93.0×30.0+13.0=
题目911: 90.0-11.0-33.0=
题目912: 45.0+34.0=
题目913: 65.0÷18.0×12.0=
题目914: 16.0+12.0×53.0=
题目915: 21.0+98.0=
题目916: 21.0÷25.0=
题目917: 99.0×58.0=
题目918: 37.0÷44.0÷68.0=
题目919: 64.0-35.0=
题目920: 69.0×80.0+77.0=
题目921: 91.0+4.0×34.0=
题目922: 35.0-34.0=
题目923: 30.0+23.0÷36.0=
题目924: 4.0×18.0=
题目925: 20.0×88.0+48.0=
题目926: 64.0÷92.0=
题目927: 90.0-39.0+45.0=
题目928: 90.0×39.0+87.0=
题目929: 87.0÷56.0=
题目930: 66.0+49.0-61.0=
题目931: 94.0-64.0=
题目932: 85.0+7.0=
题目933: 27.0+79.0=
题目934: 96.0+10.0=
题目935: 49.0×74.0+32.0=
题目936: 87.0÷99.0=
题目937: 1.0+41.0=
题目938: 59.0-74.0+44.0=
题目939: 69.0-10.0=
题目940: 61.0+91.0×87.0=
题目941: 24.0+82.0=
题目942: 70.0×78.0×39.0=
题目943: 21.0×51.0÷61.0=
题目944: 24.0÷46.0÷82.0=
题目945: 97.0+35.0+58.0+70.0=
题目946: 30.0+90.0=
题目947: (98.0-83.0)÷80.0=
题目948: 97.0+74.0-72.0=
题目949: (48.0-5.0)×73.0=
题目950: 57.0+23.0×42.0=
题目951: 73.0-26.0=
题目952: 90.0-34.0+9.0=
题目953: (97.0-14.0)÷14.0=
题目954: 23.0÷54.0=
题目955: 86.0-45.0=
题目956: 89.0÷32.0÷99.0=
题目957: 6.0×2.0÷87.0=
题目958: 56.0×47.0=
题目959: 92.0+8.0-53.0=
题目960: 65.0÷30.0=
题目961: 91.0+85.0=
题目962: 71.0÷54.0÷10.0=
题目963: 82.0-42.0=
题目964: 53.0-50.0=
题目965: 81.0+52.0+62.0=
题目966: 9.0+100.0+98.0=
题目967: 44.0-40.0=
题目968: 83.0÷56.0=
题目969: 97.0-39.0=
题目970: 9.0+47.0=
题目971: 48.0+49.0÷32.0+63.0=
题目972: 50.0×60.0=
题目973: 95.0-32.0=
题目974: 77.0×3.0=
题目975: 37.0÷50.0×11.0=
题目976: 38.0÷16.0=
题目977: 39.0×70.0+7.0=
题目978: 25.0+50.0=
题目979: 49.0÷39.0=
题目980: 75.0×89.0+91.0=
题目981: 70.0÷80.0=
题目982: 28.0+74.0=
题目983: 12.0+81.0=
题目984: 76.0+64.0×81.0+71.0=
题目985: 98.0÷31.0×97.0=
题目986: 58.0-2.0=
题目987: 14.0÷98.0=
题目988: 75.0×78.0=
题目989: 62.0-25.0=
题目990: 28.0÷39.0×87.0=
题目991: 86.0-13.0=
题目992: 25.0÷82.0=
题目993: 81.0+100.0+5.0=
题目994: 52.0+66.0-54.0=
题目995: 78.0-90.0+100.0=
题目996: 68.0×50.0=
题目997: 75.0×5.0+94.0=
题目998: 78.0×88.0=
题目999: 99.0+80.0×31.0=
题目1000: 66.0+100.0=
题目1001: 64.0-63.0=
题目1002: (64.0-12.0)÷38.0=
题目1003: 74.0+21.0÷67.0=
题目1004: 18.0×36.0=
题目1005: 35.0+46.0-8.0=
题目1006: 96.0+75.0=
题目1007: 82.0+49.0=
题目1008: 35.0÷27.0=
题目1009: 12.0+57.0=
题目1010: 31.0×85.0=
题目1011: (100.0-98.0)×52.0=
题目1012: 69.0-43.0=
题目1013: 95.0÷18.0×93.0=
题目1014: 85.0×3.0=
题目1015: 31.0×90.0×41.0=
题目1016: 63.0-49.0=
题目1017: (74.0-39.0)×23.0=
题目1018: 82.0+85.0-46.0=
题目1019: 34.0÷29.0=
题目1020: 14.0÷5.0=
题目1021: 25.0+72.0-24.0=
题目1022: 68.0+18.0=
题目1023: 96.0+46.0-35.0=
题目1024: 53.0×62.0=
题目1025: 92.0-43.0=
题目1026: 67.0×94.0×96.0=
题目1027: 70.0÷37.0×74.0=
题目1028: 32.0+64.0×6.0+69.0=
题目1029: 97.0-6.0=
题目1030: 55.0÷36.0+11.0=
题目1031: 35.0×61.0÷38.0=
题目1032: 16.0+43.0×70.0+4.0=
题目1033: 76.0+87.0×44.0=
题目1034: 79.0-46.0=
题目1035: 55.0×45.0+68.0=
题目1036: 1.0÷27.0=
题目1037: (80.0-30.0)÷93.0=
题目1038: 91.0-38.0=
题目1039: 49.0×80.0÷94.0=
题目1040: 99.0-61.0=
题目1041: (100.0-91.0)÷60.0=
题目1042: 83.0+97.0+68.0=
题目1043: 99.0×28.0=
题目1044: 88.0÷53.0+34.0=
题目1045: 58.0+17.0=
题目1046: 84.0-65.0=
题目1047: 80.0÷70.0×57.0=
题目1048: 69.0+41.0×23.0=
题目1049: 43.0+54.0+89.0+55.0=
题目1050: 49.0-21.0=
题目1051: 96.0-10.0=
题目1052: 72.0-14.0=
题目1053: 39.0+51.0×19.0=
题目1054: (33.0-11.0)×52.0=
题目1055: 99.0+85.0=
题目1056: 84.0+52.0=
题目1057: 22.0-9.0=
题目1058: 89.0+83.0=
题目1059: 97.0÷16.0=
题目1060: 50.0+2.0=
题目1061: 9.0×6.0×37.0=
题目1062: 31.0+23.0×49.0+77.0=
题目1063: 93.0÷30.0=
题目1064: 54.0×11.0=
题目1065: 66.0+94.0=
题目1066: (30.0-12.0)×65.0=
题目1067: (33.0-27.0)×13.0=
题目1068: 84.0+30.0=
题目1069: 7.0÷18.0=
题目1070: 45.0×61.0=
题目1071: 70.0-42.0=
题目1072: 38.0+41.0-34.0=
题目1073: 85.0×13.0+81.0=
题目1074: 67.0÷52.0=
题目1075: 80.0×5.0=
题目1076: 55.0+49.0-44.0=
题目1077: 22.0+93.0+49.0=
题目1078: 51.0÷90.0+20.0=
题目1079: 39.0+21.0=
题目1080: 13.0×40.0=
题目1081: 73.0×13.0=
题目1082: 8.0×60.0+3.0=
题目1083: 58.0×85.0+7.0=
题目1084: 73.0×32.0=
题目1085: 49.0×54.0+95.0=
题目1086: 68.0-32.0=
题目1087: 45.0×84.0+16.0=
题目1088: 87.0+44.0=
题目1089: 72.0-53.0=
题目1090: 37.0+1.0×56.0=
题目1091: 58.0-25.0=
题目1092: 62.0+28.0=
题目1093: 45.0×47.0+77.0=
题目1094: 83.0+97.0-81.0=
题目1095: 22.0×18.0=
题目1096: 70.0+94.0=
题目1097: 6.0+35.0-15.0=
题目1098: (74.0-73.0)×57.0=
题目1099: 70.0×69.0+75.0=
题目1100: 16.0÷98.0=
题目1101: 84.0÷52.0=
题目1102: 92.0÷30.0=
题目1103: 3.0×66.0+21.0=
题目1104: 93.0×66.0=
题目1105: 33.0+98.0-78.0=
题目1106: 80.0+46.0=
题目1107: 14.0÷13.0=
题目1108: 47.0-18.0=
题目1109: 85.0+85.0+26.0=
题目1110: 43.0÷75.0=
题目1111: 13.0÷89.0=
题目1112: (91.0-34.0)÷41.0=
题目1113: 8.0×26.0+40.0=
题目1114: 40.0+97.0×26.0=
题目1115: 18.0÷24.0÷4.0=
题目1116: 11.0÷28.0÷30.0=
题目1117: 40.0×20.0=
题目1118: 85.0+80.0÷97.0=
题目1119: 66.0×38.0=
题目1120: 58.0-29.0=
题目1121: 60.0-32.0-26.0=
题目1122: 76.0÷37.0=
题目1123: 52.0+31.0=
题目1124: 73.0+19.0-29.0=
题目1125: (77.0-9.0)÷27.0=
题目1126: 73.0÷12.0×27.0=
题目1127: 10.0×99.0+92.0=
题目1128: 26.0×69.0=
题目1129: 8.0÷69.0=
题目1130: 13.0÷81.0=
题目1131: 18.0÷52.0=
题目1132: 50.0÷21.0=
题目1133: 2.0÷58.0+43.0=
题目1134: 11.0÷24.0=
题目1135: 37.0÷88.0×8.0=
题目1136: 36.0×37.0÷48.0=
题目1137: 45.0×84.0=
题目1138: 6.0×48.0=
题目1139: 81.0-74.0=
题目1140: 27.0×72.0=
题目1141: 67.0+76.0÷8.0×77.0=
题目1142: 58.0+32.0÷94.0×27.0=
题目1143: 56.0-24.0=
题目1144: 79.0×37.0=
题目1145: 11.0×42.0+22.0=
题目1146: 38.0×6.0×16.0=
题目1147: 65.0×92.0=
题目1148: 17.0+39.0÷80.0×60.0=
题目1149: 53.0+43.0=
题目1150: 3.0+64.0÷91.0×90.0=
题目1151: 43.0×22.0÷34.0=
题目1152: 16.0×38.0+42.0=
题目1153: 57.0×21.0=
题目1154: 84.0×34.0+22.0=
题目1155: 34.0+16.0×58.0=
题目1156: 71.0÷63.0×87.0=
题目1157: 49.0+98.0=
题目1158: 66.0×86.0=
题目1159: 81.0÷84.0+72.0=
题目1160: 70.0-100.0+93.0=
题目1161: 17.0+2.0+48.0+13.0=
题目1162: 97.0×9.0×45.0=
题目1163: 72.0+52.0+38.0=
题目1164: 70.0÷59.0÷63.0=
题目1165: 91.0+4.0+70.0=
题目1166: (96.0-52.0)×37.0=
题目1167: 7.0+98.0×40.0+45.0=
题目1168: 82.0+7.0=
题目1169: 88.0+8.0÷52.0=
题目1170: 22.0-13.0+34.0=
题目1171: 65.0×82.0+29.0=
题目1172: 43.0-3.0=
题目1173: 93.0+20.0×38.0=
题目1174: (35.0-30.0)×44.0=
题目1175: 98.0×3.0+12.0=
题目1176: 25.0×57.0=
题目1177: 66.0+32.0=
题目1178: 1.0÷5.0=
题目1179: 29.0×95.0+36.0=
题目1180: 53.0÷24.0=
题目1181: 92.0×8.0=
题目1182: 87.0×1.0=
题目1183: (88.0-31.0)÷81.0=
题目1184: 95.0÷39.0=
题目1185: 77.0+47.0-15.0+97.0=
题目1186: 51.0×82.0=
题目1187: 74.0×99.0=
题目1188: 58.0×36.0×92.0=
题目1189: 62.0+26.0=
题目1190: 56.0+97.0-26.0=
题目1191: 71.0÷78.0=
题目1192: 42.0+20.0×13.0=
题目1193: 46.0×58.0+15.0=
题目1194: (55.0-20.0)÷65.0=
题目1195: 45.0-44.0=
题目1196: 15.0÷74.0=
题目1197: 75.0×6.0=
题目1198: 48.0+14.0×22.0+52.0=
题目1199: 54.0÷32.0+49.0=
题目1200: 50.0+23.0=
题目1201: 51.0-12.0=
题目1202: 1.0÷19.0=
题目1203: 56.0+84.0×15.0=
题目1204: 87.0×58.0÷23.0=
题目1205: 89.0÷51.0=
题目1206: 79.0-35.0=
题目1207: 14.0+76.0=
题目1208: 14.0+20.0×6.0+92.0=
题目1209: 91.0-46.0=
题目1210: 50.0×90.0+44.0=
题目1211: 23.0-1.0=
题目1212: 76.0-63.0=
题目1213: 37.0÷53.0÷67.0=
题目1214: 46.0×50.0÷16.0=
题目1215: 76.0×10.0+19.0=
题目1216: 51.0-25.0=
题目1217: 74.0÷25.0=
题目1218: 41.0×24.0×94.0=
题目1219: 12.0÷8.0=
题目1220: 49.0+34.0=
题目1221: 10.0×60.0+90.0=
题目1222: 37.0+34.0+30.0=
题目1223: 67.0+7.0=
题目1224: 89.0×19.0×40.0=
题目1225: 55.0+6.0×45.0+46.0=
题目1226: 58.0×17.0÷78.0=
题目1227: 27.0+40.0=
题目1228: 58.0+51.0=
题目1229: 73.0+43.0÷55.0×54.0=
题目1230: 46.0-6.0=
题目1231: 86.0×14.0=
题目1232: 54.0÷26.0=
题目1233: 37.0×51.0+16.0=
题目1234: 72.0÷37.0÷61.0=
题目1235: 31.0×81.0=
题目1236: 74.0÷3.0=
题目1237: 60.0-36.0=
题目1238: 11.0+2.0÷32.0+96.0=
题目1239: 52.0÷21.0=
题目1240: 76.0-26.0=
题目1241: 90.0×37.0=
题目1242: 23.0×5.0+64.0=
题目1243: 99.0÷61.0×48.0=
题目1244: 68.0×99.0×20.0=
题目1245: 56.0-42.0=
题目1246: 42.0÷64.0=
题目1247: 8.0+26.0×92.0=
题目1248: 78.0-73.0=
题目1249: 27.0×29.0=
题目1250: 73.0-65.0+5.0=
题目1251: (89.0-40.0)×28.0=
题目1252: 85.0÷95.0÷70.0=
题目1253: 14.0÷32.0=
题目1254: 4.0×40.0+82.0=
题目1255: 83.0÷31.0=
题目1256: 16.0÷43.0=
题目1257: 78.0×61.0+38.0=
题目1258: 21.0+97.0=
题目1259: 97.0-93.0=
题目1260: 89.0×85.0+14.0=
题目1261: 57.0×66.0=
题目1262: 85.0-26.0=
题目1263: 27.0+78.0+30.0=
题目1264: 38.0÷26.0=
题目1265: 96.0÷78.0=
题目1266: 80.0+2.0=
题目1267: 25.0+25.0=
题目1268: 93.0-7.0=
题目1269: 76.0÷69.0=
题目1270: 59.0÷16.0÷91.0=
题目1271: 49.0+13.0-38.0=
题目1272: 91.0+77.0=
题目1273: 56.0÷67.0=
题目1274: 76.0-69.0=
题目1275: 25.0÷75.0+45.0=
题目1276: 77.0÷94.0×62.0=
题目1277: 98.0×6.0÷51.0=
题目1278: 34.0×66.0=
题目1279: 5.0×97.0=
题目1280: 84.0×74.0=
题目1281: 35.0×52.0+92.0=
题目1282: 1.0÷39.0+23.0=
题目1283: 55.0+34.0×83.0=
题目1284: 88.0-65.0=
题目1285: 42.0+52.0=
题目1286: 84.0+2.0=
题目1287: 70.0-55.0=
题目1288: 95.0÷75.0=
题目1289: 14.0×28.0÷68.0=
题目1290: 87.0÷81.0÷88.0=
题目1291: 7.0÷77.0=
题目1292: 37.0+91.0=
题目1293: 52.0×90.0×53.0=
题目1294: 94.0+82.0=
题目1295: 95.0+5.0×52.0=
题目1296: 62.0×93.0=
题目1297: 94.0÷24.0=
题目1298: 32.0-24.0=
题目1299: 88.0×71.0=
题目1300: 33.0×21.0÷8.0=
题目1301: 66.0×4.0=
题目1302: 98.0-44.0+13.0=
题目1303: 65.0+27.0=
题目1304: 72.0×60.0+1.0=
题目1305: 88.0×24.0÷77.0=
题目1306: 75.0-70.0=
题目1307: 27.0-10.0+38.0=
题目1308: (39.0-12.0)×43.0=
题目1309: 14.0×88.0=
题目1310: 70.0+63.0+44.0=
题目1311: 44.0÷32.0=
题目1312: 96.0-88.0=
题目1313: 85.0×75.0=
题目1314: 97.0÷64.0+41.0=
题目1315: 67.0+35.0-31.0=
题目1316: 94.0+2.0÷23.0-47.0=
题目1317: 3.0÷100.0=
题目1318: 26.0+23.0=
题目1319: 25.0÷12.0=
题目1320: 12.0÷95.0÷26.0=
题目1321: 6.0+84.0÷39.0=
题目1322: 55.0×89.0×91.0=
题目1323: 76.0+74.0=
题目1324: 4.0÷85.0=
题目1325: 71.0-41.0=
题目1326: 95.0×26.0+63.0=
题目1327: 80.0×11.0×40.0=
题目1328: 30.0÷14.0×26.0=
题目1329: 91.0-28.0=
题目1330: 96.0+37.0=
题目1331: 55.0÷91.0=
题目1332: 11.0÷10.0=
题目1333: 36.0÷55.0×95.0=
题目1334: 94.0÷53.0=
题目1335: 38.0+66.0=
题目1336: 93.0-42.0=
题目1337: 32.0+81.0-11.0=
题目1338: 97.0÷80.0÷47.0=
题目1339: 32.0+95.0=
题目1340: 72.0×67.0=
题目1341: 32.0+12.0=
题目1342: 19.0+45.0-20.0=
题目1343: 83.0-60.0=
题目1344: 80.0×35.0+70.0=
题目1345: 40.0+27.0-47.0=
题目1346: 88.0×82.0÷45.0=
题目1347: 7.0×42.0=
题目1348: 18.0+45.0=
题目1349: (98.0-82.0)÷37.0=
题目1350: (61.0-15.0)×28.0=
题目1351: 84.0+30.0×61.0=
题目1352: 8.0×72.0=
题目1353: 16.0+98.0-8.0+32.0=
题目1354: 75.0+79.0=
题目1355: 17.0÷19.0=
题目1356: 19.0+27.0×45.0=
题目1357: 74.0×79.0=
题目1358: 37.0-3.0=
题目1359: 83.0÷35.0+26.0=
题目1360: 10.0÷7.0=
题目1361: 58.0+59.0÷34.0+25.0=
题目1362: 71.0-19.0=
题目1363: 86.0+50.0=
题目1364: 71.0-67.0=
题目1365: 60.0+16.0×43.0=
题目1366: 29.0×47.0÷72.0=
题目1367: 71.0×52.0=
题目1368: 58.0÷23.0×76.0=
题目1369: 15.0×23.0×43.0=
题目1370: 1.0+36.0÷12.0=
题目1371: 48.0÷54.0×57.0=
题目1372: 46.0×44.0=
题目1373: 18.0÷43.0=
题目1374: 35.0×22.0+47.0=
题目1375: 11.0÷33.0÷4.0=
题目1376: 19.0+65.0÷66.0=
题目1377: 76.0+7.0=
题目1378: 3.0×83.0=
题目1379: 54.0×40.0×81.0=
题目1380: (91.0-85.0)×15.0=
题目1381: 91.0-68.0=
题目1382: 50.0×39.0+47.0=
题目1383: 60.0÷39.0÷93.0=
题目1384: 73.0+47.0-36.0=
题目1385: 69.0÷55.0×3.0=
题目1386: 66.0+89.0=
题目1387: (88.0-29.0)×21.0=
题目1388: 26.0÷52.0=
题目1389: (78.0-4.0)÷72.0=
题目1390: 95.0÷35.0=
题目1391: 35.0÷45.0=
题目1392: 36.0×12.0=
题目1393: 90.0÷51.0+31.0=
题目1394: 82.0+89.0×14.0+60.0=
题目1395: 52.0+90.0+37.0=
题目1396: 57.0-23.0+52.0=
题目1397: 43.0+25.0-9.0=
题目1398: 15.0+20.0÷71.0=
题目1399: 87.0×14.0×90.0=
题目1400: 40.0-22.0=
题目1401: 29.0+41.0×53.0=
题目1402: 25.0×6.0=
题目1403: (52.0-38.0)×30.0=
题目1404: 92.0÷98.0=
题目1405: 27.0+21.0×76.0=
题目1406: 70.0÷47.0+27.0=
题目1407: 25.0×89.0÷29.0=
题目1408: 69.0÷50.0÷51.0=
题目1409: 57.0÷71.0=
题目1410: 80.0-10.0=
题目1411: 37.0÷48.0=
题目1412: 84.0÷51.0÷27.0=
题目1413: 64.0÷76.0+10.0=
题目1414: 85.0+15.0÷50.0=
题目1415: 67.0÷12.0+34.0=
题目1416: 83.0÷60.0+62.0=
题目1417: 81.0÷89.0=
题目1418: 17.0×78.0=
题目1419: 67.0+67.0=
题目1420: 36.0+32.0=
题目1421: 81.0÷46.0=
题目1422: 31.0+31.0+6.0=
题目1423: 90.0÷53.0=
题目1424: 8.0÷85.0×44.0=
题目1425: (38.0-16.0)÷81.0=
题目1426: 11.0-10.0=
题目1427: 73.0+34.0+25.0+5.0=
题目1428: 32.0×33.0=
题目1429: 65.0×50.0×49.0=
题目1430: 31.0+95.0=
题目1431: 45.0×78.0=
题目1432: 82.0-61.0=
题目1433: 4.0+38.0÷93.0=
题目1434: 62.0÷87.0=
题目1435: 37.0+17.0+91.0=
题目1436: 74.0×10.0÷93.0=
题目1437: 38.0÷77.0=
题目1438: 44.0×45.0=
题目1439: 81.0+88.0-3.0=
题目1440: (91.0-31.0)÷1.0=
题目1441: 15.0÷28.0=
题目1442: (80.0-59.0)÷21.0=
题目1443: 75.0×46.0×55.0=
题目1444: 45.0+33.0=
题目1445: 10.0×16.0+4.0=
题目1446: 9.0×30.0+50.0=
题目1447: 7.0÷41.0=
题目1448: 86.0×30.0+54.0=
题目1449: 20.0+70.0=
题目1450: (85.0-56.0)÷30.0=
题目1451: (45.0-11.0)×24.0=
题目1452: 5.0÷45.0×70.0=
题目1453: (90.0-35.0)÷47.0=
题目1454: 64.0-8.0=
题目1455: 21.0+82.0+87.0=
题目1456: 98.0+75.0=
题目1457: 18.0+1.0=
题目1458: 77.0+93.0+9.0=
题目1459: 90.0+30.0-19.0=
题目1460: 11.0÷10.0+66.0=
题目1461: 59.0+22.0=
题目1462: 24.0÷53.0+46.0=
题目1463: 27.0×55.0+35.0=
题目1464: 86.0+89.0=
题目1465: 77.0-35.0+71.0=
题目1466: 24.0÷33.0÷40.0=
题目1467: 11.0÷38.0=
题目1468: 69.0+29.0-2.0=
题目1469: 93.0×62.0+2.0=
题目1470: 35.0×81.0=
题目1471: 29.0+69.0=
题目1472: 48.0÷67.0+39.0=
题目1473: 9.0-26.0+70.0=
题目1474: 23.0+20.0=
题目1475: 5.0÷32.0÷20.0=
题目1476: 75.0÷32.0=
题目1477: 97.0÷9.0+66.0=
题目1478: 66.0-54.0=
题目1479: 27.0×84.0+53.0=
题目1480: 70.0+9.0=
题目1481: 88.0÷2.0+75.0=
题目1482: 85.0-55.0=
题目1483: 86.0-55.0=
题目1484: (84.0-7.0)×14.0=
题目1485: 48.0+4.0÷46.0+55.0=
题目1486: 84.0×77.0=
题目1487: (70.0-21.0)×7.0=
题目1488: 68.0-67.0=
题目1489: 60.0-13.0=
题目1490: 96.0÷97.0=
题目1491: 57.0+90.0=
题目1492: 56.0÷31.0=
题目1493: 16.0÷27.0=
题目1494: 45.0×21.0=
题目1495: 83.0-44.0=
题目1496: 84.0×36.0+90.0=
题目1497: 45.0+56.0÷60.0-8.0=
题目1498: 51.0+32.0=
题目1499: (99.0-87.0)÷75.0=
题目1500: 24.0+56.0÷94.0×7.0=
题目1501: 35.0+77.0=
题目1502: 78.0+85.0=
题目1503: 93.0-41.0=
题目1504: 73.0×48.0=
题目1505: 36.0÷93.0+32.0=
题目1506: 25.0-12.0=
题目1507: 26.0÷42.0=
题目1508: 71.0-31.0=
题目1509: 56.0+22.0=
题目1510: 34.0÷44.0÷7.0=
题目1511: 78.0÷47.0×7.0=
题目1512: 65.0+65.0=
题目1513: 65.0÷49.0=
题目1514: 53.0+98.0×9.0+83.0=
题目1515: 88.0+57.0=
题目1516: 10.0×38.0=
题目1517: 75.0-74.0=
题目1518: 33.0×11.0+82.0=
题目1519: 69.0×82.0=
题目1520: 93.0+75.0=
题目1521: (77.0-13.0)×16.0=
题目1522: 80.0-42.0=
题目1523: 49.0+7.0=
题目1524: 26.0÷89.0=
题目1525: 38.0×10.0÷70.0=
题目1526: 60.0+19.0÷94.0×99.0=
题目1527: 92.0+76.0÷63.0=
题目1528: 24.0+67.0=
题目1529: 51.0+29.0=
题目1530: 80.0-40.0=
题目1531: 2.0+30.0=
题目1532: 70.0+75.0=
题目1533: 78.0+76.0+40.0=
题目1534: 11.0-34.0+26.0=
题目1535: 20.0+89.0÷92.0×99.0=
题目1536: 47.0÷72.0=
题目1537: 45.0-5.0=
题目1538: 56.0÷30.0=
题目1539: 63.0×89.0×99.0=
题目1540: 55.0-6.0=
题目1541: 93.0÷13.0=
题目1542: 75.0÷55.0×40.0=
题目1543: 23.0÷29.0=
题目1544: 42.0×3.0=
题目1545: 49.0+37.0+55.0=
题目1546: 4.0÷77.0=
题目1547: 20.0+75.0=
题目1548: 5.0+99.0=
题目1549: (67.0-36.0)÷85.0=
题目1550: 38.0×64.0=
题目1551: 95.0÷74.0×72.0=
题目1552: 70.0+48.0=
题目1553: 62.0+51.0×66.0=
题目1554: 47.0+85.0=
题目1555: 80.0+41.0=
题目1556: 53.0÷85.0×57.0=
题目1557: 84.0+68.0÷39.0=
题目1558: 53.0×2.0×67.0=
题目1559: 38.0×35.0×10.0=
题目1560: 100.0÷86.0÷99.0=
题目1561: 85.0×95.0=
题目1562: 97.0+97.0÷69.0=
题目1563: 67.0×59.0=
题目1564: 87.0-76.0=
题目1565: 94.0×59.0+95.0=
题目1566: 94.0×86.0=
题目1567: 50.0+2.0+83.0=
题目1568: 27.0÷82.0÷20.0=
题目1569: 42.0×66.0÷1.0=
题目1570: 81.0+68.0+76.0+68.0=
题目1571: 6.0+49.0-21.0=
题目1572: 48.0×98.0+10.0=
题目1573: 88.0×34.0=
题目1574: 3.0+41.0=
题目1575: 2.0÷61.0=
题目1576: 29.0+69.0-78.0=
题目1577: 10.0÷88.0÷65.0=
题目1578: 21.0+31.0÷63.0=
题目1579: (81.0-72.0)÷4.0=
题目1580: 28.0+99.0×5.0=
题目1581: 67.0-42.0=
题目1582: 67.0+42.0=
题目1583: 15.0+22.0÷66.0×32.0=
题目1584: 23.0+64.0=
题目1585: 66.0-8.0=
题目1586: 5.0×43.0=
题目1587: 85.0-15.0=
题目1588: 95.0+98.0=
题目1589: 60.0÷96.0+80.0=
题目1590: 82.0÷61.0×39.0=
题目1591: 11.0+8.0+34.0=
题目1592: 61.0-58.0=
题目1593: 79.0×74.0×82.0=
题目1594: 30.0÷49.0=
题目1595: 53.0÷69.0+47.0=
题目1596: 65.0÷60.0=
题目1597: 76.0×87.0×42.0=
题目1598: 15.0+16.0=
题目1599: 35.0+96.0=
题目1600: 71.0÷17.0+48.0=
题目1601: 18.0×93.0=
题目1602: 32.0+90.0=
题目1603: 99.0÷21.0×22.0=
题目1604: 84.0×55.0=
题目1605: 92.0+30.0=
题目1606: 50.0-19.0=
题目1607: (9.0-7.0)×8.0=
题目1608: 12.0÷82.0=
题目1609: 82.0+33.0+24.0=
题目1610: 97.0-70.0=
题目1611: (27.0-23.0)×74.0=
题目1612: 40.0×98.0=
题目1613: 23.0-19.0=
题目1614: 26.0÷45.0=
题目1615: 69.0×88.0×43.0=
题目1616: 50.0+84.0÷39.0=
题目1617: (82.0-54.0)×49.0=
题目1618: 54.0×31.0=
题目1619: 41.0+72.0-13.0=
题目1620: 62.0+34.0=
题目1621: 30.0+71.0=
题目1622: 49.0÷22.0+93.0=
题目1623: 60.0-47.0=
题目1624: 17.0×46.0=
题目1625: 91.0+45.0×48.0=
题目1626: 11.0-2.0=
题目1627: 87.0÷96.0=
题目1628: 44.0-34.0=
题目1629: 61.0×31.0=
题目1630: 12.0×81.0×48.0=
题目1631: (58.0-40.0)×62.0=
题目1632: (80.0-54.0)÷62.0=
题目1633: 85.0÷97.0+23.0=
题目1634: 80.0+7.0=
题目1635: 6.0×45.0=
题目1636: 66.0÷26.0×40.0=
题目1637: 53.0÷71.0=
题目1638: 98.0-54.0=
题目1639: 13.0×40.0+35.0=
题目1640: 66.0+86.0-82.0=
题目1641: 96.0+78.0×48.0=
题目1642: 89.0×82.0+14.0=
题目1643: 95.0+65.0-43.0=
题目1644: 58.0×49.0×21.0=
题目1645: 66.0-18.0+96.0=
题目1646: 77.0+25.0+15.0=
题目1647: 35.0÷94.0=
题目1648: 45.0-32.0=
题目1649: 29.0×20.0÷59.0=
题目1650: 40.0-10.0+69.0=
题目1651: 86.0÷86.0=
